


FMA3 instructions


Latency (all operands): vfmadd132ss r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
Latency (mul operand): vfmadd132ss r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     37710      40191      10227      10136      10127       4999          0 
     37444      39991      10227      10134      10127       4998          0 
     37538      39993      10227      10143      10127       4999          0 
     37435      39992      10227      10142      10127       4999          0 
     37532      39991      10227      10127      10127       4999          0 
     37453      39991      10227      10127      10127       4999          0 
     37506      39991      10227      10127      10127       4999          0 
     37483      39991      10227      10127      10127       4999          0 
     37467      39992      10227      10127      10127       4999          0 
     37516      39991      10227      10127      10127       4999          0 


Latency (mul operand): vfmadd213ss r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     36424      40142      10227      10136      10127       4999          0 
     36190      39991      10227      10134      10127       4999          0 
     36271      39991      10227      10134      10127       4998          0 
     36225      39992      10227      10142      10127       4999          0 
     36223      39992      10227      10142      10127       4999          0 
     36269      39991      10227      10127      10127       4999          0 
     36192      39991      10227      10127      10127       4999          0 
     72931      42018      10228      10692      10425       5075          0 
     36269      39991      10227      10129      10127       4997          0 
     36225      39992      10227      10139      10127       4996          0 


Latency (mul operand): vfmadd132sd r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     36364      40176      10227      10136      10127       4999          0 
     36255      39990      10227      10134      10127       4998          0 
     36237      39990      10227      10142      10127       4999          0 
     36210      39990      10227      10127      10127       4999          0 
     36277      39990      10227      10127      10127       4999          0 
     36188      39990      10227      10127      10127       4999          0 
     36283      39990      10227      10127      10127       4999          0 
     36196      39990      10227      10127      10127       4999          0 
     36263      39990      10227      10127      10127       4999          0 
     36233      39990      10227      10127      10127       4999          0 


Latency (mul operand): vfmsub132sd r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     32118      40226      10227      10136      10127       4999          0 
     32001      39991      10227      10134      10127       4998          0 
     31987      39991      10227      10143      10127       4999          0 
     31934      39992      10227      10127      10127       4999          0 
     32021      39991      10227      10127      10127       4999          0 
     31945      39991      10227      10127      10127       4999          0 
     31970      39991      10227      10127      10127       4999          0 
     32011      39991      10227      10127      10127       4999          0 
     31931      39992      10227      10127      10127       4999          0 
     32009      39991      10227      10127      10127       4999          0 


Latency (mul operand): vfnmadd132sd r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     34170      40211      10227      10143      10127       4999          0 
     33991      39991      10227      10142      10127       4999          0 
     33929      39991      10227      10127      10127       4999          0 
     34021      39991      10227      10127      10127       4999          0 
     33928      39991      10227      10127      10127       4999          0 
     33992      39992      10227      10127      10127       4999          0 
     33984      39992      10227      10127      10127       4999          0 
     33934      39991      10227      10127      10127       4999          0 
     34021      39991      10227      10127      10127       4999          0 
     33926      39991      10227      10127      10127       4999          0 


Latency (mul operand): vfnmsub132sd r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     37687      40177      10227      10136      10127       4999          0 
     37450      39991      10227      10134      10127       4998          0 
     37530      39991      10227      10142      10127       4999          0 
     37436      39991      10227      10142      10127       4999          0 
     37534      39992      10227      10127      10127       4999          0 
     37442      39992      10227      10127      10127       4999          0 
     37516      39991      10227      10127      10127       4999          0 
     37470      39991      10227      10127      10127       4999          0 
     37484      39991      10227      10127      10127       4999          0 
     37508      39991      10227      10127      10127       4999          0 


Latency (add operand): vfmadd231ss r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     35284      40186      10227      10144      10127       4993          0 
     35046      39991      10227      10139      10127       4992          0 
     35066      39993      10227      10139      10127       4993          0 
     35101      39993      10227      10142      10127       4986          0 
     35019      39991      10227      10129      10127       4987          0 
     35121      39991      10227      10129      10127       4987          0 
     35026      39991      10227      10129      10127       4987          0 
     35090      39991      10227      10129      10127       4987          0 
     35076      39992      10227      10129      10127       4987          0 
     35040      39991      10227      10129      10127       4987          0 


Latency (add operand): vfmadd231sd r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     34118      40199      10227      10136      10127       4991          0 
     33967      39990      10227      10141      10127       4994          0 
     34001      39990      10227      10135      10127       4990          0 
     33922      39990      10227      10139      10127       4994          0 
     34017      39991      10227      10129      10127       4994          0 
     33938      39990      10227      10129      10127       4994          0 
     33974      39990      10227      10129      10127       4994          0 
     33994      39990      10227      10129      10127       4994          0 
     33926      39990      10227      10129      10127       4994          0 
     34019      39991      10227      10129      10127       4994          0 


Latency (add operand): vfmsub231sd r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     36426      40231      10227      10146      10127       4991          0 
     36275      39991      10227      10140      10127       4994          0 
     36185      39992      10227      10140      10127       4987          0 
     36281      39991      10227      10138      10127       4986          0 
     36192      39991      10227      10137      10127       4992          0 
     36261      39991      10227      10129      10127       4992          0 
     36229      39990      10227      10129      10127       4992          0 
     36216      39992      10227      10129      10127       4992          0 
     36271      39992      10227      10129      10127       4992          0 
     36184      39991      10227      10129      10127       4992          0 


Latency (add operand): vfnmadd231sd r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     34149      40205      10227      10144      10127       4992          0 
     34006      39991      10227      10140      10127       4988          0 
     33927      39991      10227      10141      10127       4992          0 
     34018      39990      10227      10135      10127       4990          0 
     33943      39990      10227      10131      10127       4993          0 
     33973      39990      10227      10128      10127       4989          0 
     34001      39990      10227      10129      10127       4994          0 
     33927      39991      10227      10129      10127       4994          0 
     34020      39990      10227      10129      10127       4994          0 
     33939      39990      10227      10129      10127       4994          0 


Latency (add operand): vfnmsub231sd r128,r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     36364      40186      10227      10143      10127       4999          0 
     36287      39993      10227      10143      10127       4999          0 
     36196      39992      10227      10142      10127       4999          0 
     36261      39991      10227      10127      10127       4999          0 
     36234      39991      10227      10127      10127       4999          0 
     36211      39991      10227      10127      10127       4999          0 
     36275      39991      10227      10127      10127       4999          0 
     36185      39992      10227      10127      10127       4999          0 
     36285      39991      10227      10127      10127       4999          0 
     36192      39991      10227      10127      10127       4999          0 


Throughput: vfmadd132ss r128,r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5131       5671      10227      10127       5000       5000          0 
      4532       5007      10227      10127       5000       5000          0 
      4536       5011      10227      10127       5000       5000          0 
      4538       5010      10227      10127       5000       5000          0 
      4540       5007      10227      10127       5000       5000          0 
      4542       5007      10227      10127       5000       5000          0 
      4542       5008      10227      10127       5000       5000          0 
      4552       5009      10227      10127       5000       5000          0 
      4550       5010      10227      10127       5000       5000          0 
      4541       5007      10227      10127       5000       5000          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4613       5437      10227      10127          0          0          1 
      4247       5004      10227      10127          0          0          1 
      4247       5006      10227      10127          0          0          1 
      4245       5006      10227      10127          0          0          1 
      4250       5010      10227      10127          0          0          1 
      4246       5008      10227      10127          0          0          1 
      4254       5007      10227      10127          0          0          1 
      4253       5007      10227      10127          0          0          1 
      4253       5007      10227      10127          0          0          1 
      4259       5010      10227      10127          0          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5046       5942      10227      10127        101          0      10141 
      4246       5005      10227      10127        110          0      10169 
      4243       5004      10227      10127        100          0      10142 
      4243       5004      10227      10127        100          0      10142 
      4241       5004      10227      10127        100          0      10142 
      4244       5006      10227      10127        100          0      10142 
      4246       5006      10227      10127        100          0      10142 
      4245       5004      10227      10127        100          0      10142 
      4249       5004      10227      10127        100          0      10142 
      4253       5004      10227      10127        100          0      10142 


Throughput: vfmadd132ss r128,r128,[m128]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5022       6685      10227      20127       5011       5012       5004 
      4818       5312      10227      20127       5000       5000       5005 
      4827       5315      10227      20127       5000       5000       5005 
      4818       5303      10227      20127       5000       5000       5003 
      4811       5302      10227      20127       5000       5000       5004 
      4810       5303      10227      20127       5000       5000       5003 
      4807       5304      10227      20127       5000       5000       5005 
      4805       5304      10227      20127       5000       5000       5003 
      4800       5305      10227      20127       5000       5000       5003 
      4793       5302      10227      20127       5000       5000       5003 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5139       6302      10227      20127       5002          0          1 
      4498       5306      10227      20127       5003          0          1 
      4506       5315      10227      20127       5003          0          1 
      4500       5311      10227      20127       5003          0          1 
      4499       5302      10227      20127       5002          0          1 
      4503       5302      10227      20127       5003          0          1 
      4505       5303      10227      20127       5003          0          1 
      4510       5304      10227      20127       5002          0          1 
      4510       5303      10227      20127       5004          0          1 
      4518       5308      10227      20127       5004          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4755       5965      10227      20127        105          0      10154 
      4382       5311      10227      20127        110          0      10170 
      4381       5311      10227      20127        110          0      10170 
      4374       5302      10227      20127        100          0      10141 
      4366       5303      10227      20127        100          0      10139 
      4365       5303      10227      20127        100          0      10139 
      4364       5304      10227      20127         99          0      10141 
      4359       5302      10227      20127         99          0      10139 
      4357       5303      10227      20127        100          0      10141 
      4359       5307      10227      20127        100          0      10145 


Throughput: vfmadd213ss r128,r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4714       5380      10227      10127       5000       5000          0 
      4385       5004      10227      10127       5000       5000          0 
      4391       5005      10227      10127       5000       5000          0 
      4394       5003      10227      10127       5000       5000          0 
      4395       5005      10227      10127       5000       5000          0 
      4400       5004      10227      10127       5000       5000          0 
      4401       5004      10227      10127       5000       5000          0 
      4397       5004      10227      10127       5000       5000          0 
      4393       5004      10227      10127       5000       5000          0 
      4393       5007      10227      10127       5000       5000          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4469       5427      10227      10127          0          0          1 
      4116       5004      10227      10127          0          0          1 
      4117       5007      10227      10127          0          0          1 
      4112       5007      10227      10127          0          0          1 
      4116       5007      10227      10127          0          0          1 
      4121       5008      10227      10127          0          0          1 
      4118       5008      10227      10127          0          0          1 
      4123       5008      10227      10127          0          0          1 
      4124       5007      10227      10127          0          0          1 
      4127       5007      10227      10127          0          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4584       5409      10227      10127        101          0      10141 
      4244       5005      10227      10127        110          0      10167 
      4250       5006      10227      10127        110          0      10169 
      4250       5004      10227      10127        100          0      10142 
      4252       5004      10227      10127        100          0      10142 
      4255       5004      10227      10127        100          0      10142 
      4257       5003      10227      10127        100          0      10142 
      4261       5006      10227      10127        100          0      10142 
      4255       5004      10227      10127        100          0      10142 
      4255       5004      10227      10127        100          0      10142 


Throughput: vfmadd213ss r128,r128,[m128]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4988       5697      10227      20127       5006       5007       5004 
      4794       5303      10227      20127       5000       5000       5004 
      4798       5302      10227      20127       5000       5000       5003 
      4805       5308      10227      20127       5000       5000       5004 
      4805       5303      10227      20127       5000       5000       5003 
      4808       5303      10227      20127       5000       5000       5003 
      4807       5302      10227      20127       5000       5000       5003 
      4816       5304      10227      20127       5000       5000       5004 
      4819       5305      10227      20127       5000       5000       5004 
      4818       5304      10227      20127       5000       5000       5003 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      6423       7359      10227      20156       5022          0         16 
      6647       7619      10227      20175       5032          0         12 
      5814       6653      10227      20131       5004          0          3 
      6411       7301      10227      20129       5003          0          7 
      6522       7443      10227      20131       5004          0         -8 
      6405       7307      10227      20135       5006          0          4 
      6352       7229      10227      20133       5007          0         -4 
      5685       6455      10227      20135       5007          0          4 
      6431       7344      10227      20133       5005          0          9 
      6191       7071      10227      20131       5007          0          8 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5004       5905      10227      20127        110          0      10159 
      4655       5324      10227      20127        111          0      10169 
      4649       5317      10227      20127        111          0      10170 
     27489       6874      10228      20333        171          2      10430 
      6456       7377      10227      20211        134         -1      10324 
      4659       5305      10227      20127        100          0      10133 
      5006       5709      10227      20148        109          0      10235 
      6143       7309      10227      20158        121         -2      10188 
      5501       6317      10227      20129         94         -3      10128 
      5912       6785      10227      20133         99          0      10121 


Throughput: vfmadd231ss r128,r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5486       6052      10227      10127       5000       5000          0 
      4536       5006      10227      10127       5000       5000          0 
      4532       5006      10227      10127       5000       5000          0 
      4530       5009      10227      10127       5000       5000          0 
      4528       5009      10227      10127       5000       5000          0 
      4528       5007      10227      10127       5000       5000          0 
      4532       5007      10227      10127       5000       5000          0 
      4531       5007      10227      10127       5000       5000          0 
      4535       5007      10227      10127       5000       5000          0 
      4543       5009      10227      10127       5000       5000          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4465       5430      10227      10127          0          0          1 
      4114       5003      10227      10127          0          0          1 
      4118       5004      10227      10127          0          0          1 
      4122       5003      10227      10127          0          0          1 
      4123       5002      10227      10127          0          0          1 
      4124       5004      10227      10127          0          0          1 
      4125       5003      10227      10127          0          0          1 
      4132       5003      10227      10127          0          0          1 
      4129       5003      10227      10127          0          0          1 
      4128       5003      10227      10127          0          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5029       5353      10227      10127        102          0      10146 
      4702       5008      10227      10127        110          0      10165 
      4702       5008      10227      10127        110          0      10169 
      4693       5007      10227      10127        100          0      10142 
      4693       5007      10227      10127        100          0      10142 
      4692       5007      10227      10127        100          0      10142 
      4690       5010      10227      10127        100          0      10142 
      4683       5007      10227      10127        100          0      10142 
      4680       5008      10227      10127        100          0      10142 
      4687       5007      10227      10127        100          0      10142 


Throughput: vfmadd231ss r128,r128,[m128]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      6449       7386      10227      20129       4851       5167       5004 
      6205       7096      10227      20131       5018       5005       5004 
      5953       6812      10227      20135       4993       5025       5004 
      5628       6360      10227      20131       4975       5030       5003 
      5681       6468      10227      20131       5008       4991       5001 
      6213       7050      10227      20129       4841       5166       5001 
      5590       6333      10227      20131       4990       5020       5002 
      5565       6314      10227      20131       4922       5064       5003 
      5660       6415      10227      20129       4991       5014       5003 
      5561       6353      10227      20131       5008       5010       5000 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4855       5720      10227      20127       5003          0          1 
      4663       5312      10227      20127       5003          0          1 
      4659       5310      10227      20127       5004          0          1 
      4657       5313      10227      20127       5003          0          1 
      4643       5300      10227      20127       5003          0          1 
      4641       5302      10227      20127       5002          0          1 
      4639       5300      10227      20127       5003          0          1 
      4637       5301      10227      20127       5003          0          1 
      4641       5303      10227      20127       5002          0          1 
      4639       5302      10227      20127       5003          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4993       5692      10227      20127        105          0      10155 
      4816       5311      10227      20127        110          0      10164 
      4827       5316      10227      20127        110          0      10170 
      4820       5304      10227      20127        100          0      10135 
      4813       5302      10227      20127        100          0      10140 
      4808       5302      10227      20127        100          0      10140 
      4805       5303      10227      20127        100          0      10141 
      4806       5307      10227      20127        100          0      10140 
      4804       5304      10227      20127        100          0      10141 
      4801       5303      10227      20127        100          0      10139 


Throughput: vfmadd132sd r128,r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4738       5410      10227      10127       5000       5000          0 
      4389       5008      10227      10127       5000       5000          0 
      4389       5007      10227      10127       5000       5000          0 
      4392       5007      10227      10127       5000       5000          0 
      4397       5008      10227      10127       5000       5000          0 
      4401       5010      10227      10127       5000       5000          0 
      4405       5010      10227      10127       5000       5000          0 
      4399       5007      10227      10127       5000       5000          0 
      4393       5006      10227      10127       5000       5000          0 
      4391       5008      10227      10127       5000       5000          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5127       5657      10227      10127          0          0          1 
      4542       5006      10227      10127          0          0          1 
      4544       5007      10227      10127          0          0          1 
      4548       5011      10227      10127          0          0          1 
      4548       5008      10227      10127          0          0          1 
      4544       5007      10227      10127          0          0          1 
      4540       5007      10227      10127          0          0          1 
      4540       5007      10227      10127          0          0          1 
      4538       5010      10227      10127          0          0          1 
      4536       5010      10227      10127          0          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5045       5554      10227      10127        101          0      10142 
      4548       5008      10227      10127        110          0      10168 
      4544       5007      10227      10127        111          0      10170 
      4540       5005      10227      10127        110          0      10169 
      4538       5006      10227      10127        100          0      10142 
      4536       5007      10227      10127        100          0      10142 
      4536       5010      10227      10127        100          0      10142 
      4532       5007      10227      10127        100          0      10142 
      4526       5006      10227      10127        100          0      10142 
      4528       5007      10227      10127        100          0      10142 


Throughput: vfmadd132sd r128,r128,[m128]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4843       6099      10227      20127       5010       5012       5003 
      4647       5310      10227      20127       5000       5000       5001 
      4657       5320      10227      20127       5000       5000       5005 
      4645       5305      10227      20127       4999       5001       5004 
      4649       5302      10227      20127       5000       5000       5002 
      4653       5304      10227      20127       5000       5000       5003 
      4657       5305      10227      20127       5000       5000       5005 
      4657       5303      10227      20127       5000       5000       5003 
      4651       5302      10227      20127       5000       5000       5002 
      4650       5302      10227      20127       5000       5000       5003 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4859       5718      10227      20127       5003          0          1 
      4661       5310      10227      20127       5003          0          1 
      4663       5318      10227      20127       5005          0          1 
      4661       5316      10227      20127       5003          0          1 
      4649       5306      10227      20127       5002          0          1 
      4643       5303      10227      20127       5002          0          1 
      4639       5302      10227      20127       5002          0          1 
      4635       5301      10227      20127       5004          0          1 
      4637       5306      10227      20127       5003          0          1 
      4639       5304      10227      20127       5005          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4829       5706      10227      20127        105          0      10151 
      4653       5317      10227      20127        110          0      10167 
      4645       5310      10227      20127        110          0      10167 
      4649       5313      10227      20127        110          0      10168 
      4643       5305      10227      20127        110          0      10170 
      4643       5303      10227      20127        100          0      10139 
      4645       5303      10227      20127        100          0      10135 
      4647       5301      10227      20127        100          0      10135 
      4654       5303      10227      20127        100          0      10141 
      4655       5301      10227      20127        100          0      10135 


Throughput: vfmsub132sd r128,r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5022       5724      10227      10127       5000       5000          0 
      4385       5005      10227      10127       5000       5000          0 
      4382       5004      10227      10127       5000       5000          0 
      4383       5004      10227      10127       5000       5000          0 
      4383       5007      10227      10127       5000       5000          0 
      4376       5005      10227      10127       5000       5000          0 
      4377       5004      10227      10127       5000       5000          0 
      4381       5004      10227      10127       5000       5000          0 
      4383       5004      10227      10127       5000       5000          0 
      4389       5005      10227      10127       5000       5000          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4844       5355      10227      10127          0          0          1 
      4528       5003      10227      10127          0          0          1 
      4532       5003      10227      10127          0          0          1 
      4536       5007      10227      10127          0          0          1 
      4538       5006      10227      10127          0          0          1 
      4540       5004      10227      10127          0          0          1 
      4544       5004      10227      10127          0          0          1 
      4543       5004      10227      10127          0          0          1 
      4539       5003      10227      10127          0          0          1 
      4537       5006      10227      10127          0          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4865       5378      10227      10127        101          0      10141 
      4526       5004      10227      10127        110          0      10169 
      4534       5008      10227      10127        110          0      10167 
      4532       5005      10227      10127        100          0      10142 
      4536       5004      10227      10127        100          0      10142 
      4538       5004      10227      10127        100          0      10142 
      4538       5004      10227      10127        100          0      10142 
      4544       5005      10227      10127        100          0      10142 
      4544       5006      10227      10127        100          0      10142 
      4544       5004      10227      10127        100          0      10142 


Throughput: vfmsub132sd r128,r128,[m128]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4864       5715      10227      20127       5012       5011       5003 
      4657       5323      10227      20127       5001       5000       5004 
      4648       5313      10227      20127       5001       5000       5004 
      4654       5314      10227      20127       5001       5000       5004 
      4654       5313      10227      20127       5001       5000       5003 
      4654       5310      10227      20127       5001       5000       5003 
      4660       5311      10227      20127       5001       5000       5003 
      4656       5308      10227      20127       5001       5000       5003 
      4662       5309      10227      20127       5001       5000       5003 
      4663       5309      10227      20127       5001       5000       5003 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4859       5720      10227      20127       5003          0          1 
      4673       5315      10227      20127       5003          0          1 
      4661       5306      10227      20127       5004          0          1 
      4656       5303      10227      20127       5003          0          1 
      4647       5299      10227      20127       5003          0          1 
      4649       5303      10227      20127       5005          0          1 
      4645       5300      10227      20127       5003          0          1 
      4647       5305      10227      20127       5003          0          1 
      4639       5301      10227      20127       5003          0          1 
      4639       5304      10227      20127       5003          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5012       5722      10227      20127        105          0      10153 
      4799       5308      10227      20127        110          0      10168 
      4804       5312      10227      20127        110          0      10167 
      4803       5306      10227      20127        110          0      10169 
      4809       5310      10227      20127        110          0      10169 
      4808       5305      10227      20127        100          0      10141 
      4809       5302      10227      20127         99          0      10141 
      4816       5306      10227      20127        100          0      10140 
      4815       5303      10227      20127        100          0      10131 
      4820       5311      10227      20127        100          0      10141 


Throughput: vfnmadd132sd r128,r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5518       6274      10227      10127       5000       5000          0 
      4392       5003      10227      10127       5000       5000          0 
      4394       5005      10227      10127       5000       5000          0 
      4394       5005      10227      10127       5000       5000          0 
      4391       5004      10227      10127       5000       5000          0 
      4384       5004      10227      10127       5000       5000          0 
      4382       5004      10227      10127       5000       5000          0 
      4383       5007      10227      10127       5000       5000          0 
      4382       5005      10227      10127       5000       5000          0 
      4384       5004      10227      10127       5000       5000          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4589       5404      10227      10127          0          0          1 
      4253       5008      10227      10127          0          0          1 
      4259       5006      10227      10127          0          0          1 
      4257       5004      10227      10127          0          0          1 
      4261       5004      10227      10127          0          0          1 
      4265       5004      10227      10127          0          0          1 
      4259       5003      10227      10127          0          0          1 
      4259       5005      10227      10127          0          0          1 
      4256       5004      10227      10127          0          0          1 
      4254       5004      10227      10127          0          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5455       6207      10227      10127        101          0      10141 
      4389       5004      10227      10127        110          0      10164 
      4391       5005      10227      10127        109          0      10169 
      4385       5004      10227      10127        100          0      10142 
      4385       5004      10227      10127        100          0      10142 
      4382       5005      10227      10127        100          0      10142 
      4381       5006      10227      10127        100          0      10142 
      4375       5004      10227      10127        100          0      10142 
      4379       5004      10227      10127        100          0      10142 
      4382       5004      10227      10127        100          0      10142 


Throughput: vfnmadd132sd r128,r128,[m128]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5059       5755      10227      20127       5012       5011       5004 
      4823       5312      10227      20127       5000       5000       5003 
      4820       5311      10227      20127       5000       5000       5004 
      4813       5309      10227      20127       5000       5000       5003 
      4806       5302      10227      20127       5000       5000       5003 
      4801       5304      10227      20127       5000       5000       5003 
      4798       5303      10227      20127       5000       5000       5004 
      4796       5306      10227      20127       5000       5000       5003 
      4791       5305      10227      20127       5000       5000       5004 
      4792       5300      10227      20127       5000       5000       5002 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5006       5901      10227      20127       5003          0          1 
      4643       5307      10227      20127       5002          0          1 
      4643       5308      10227      20127       5002          0          1 
      4653       5312      10227      20127       5005          0          1 
      4653       5308      10227      20127       5002          0          1 
      4651       5302      10227      20127       5002          0          1 
      4653       5303      10227      20127       5004          0          1 
      4656       5302      10227      20127       5004          0          1 
