Floatint point vector instructions latency and throughput


Instructions with two operands, without VEX


Latency: movaps r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4718       5030      10227      10127        101          0      10142 
      4724       5034      10227      10127        101          0      10142 
      4726       5031      10227      10127        101          0      10142 
      4726       5029      10227      10127        101          0      10142 
      4730       5031      10227      10127        101          0      10142 


Latency: movapd r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4740       5236      10227      10150      10127       1662       4952 
      4609       5086      10227      10173      10127       1672       4918 
      4604       5078      10227      10163      10127       1669       4922 
      4577       5046      10227      10146      10127       1660       4957 
      4582       5046      10227      10146      10127       1660       4957 
      4583       5046      10227      10146      10127       1660       4957 
      4584       5048      10227      10146      10127       1660       4957 
      4576       5047      10227      10146      10127       1660       4957 
      4573       5046      10227      10146      10127       1660       4957 
      4574       5046      10227      10146      10127       1660       4957 


Throughput: movapd r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      2644       2827      10227      10127       1953       2013          0 
      2422       2587      10227      10127       1962       2016          0 
      2427       2590      10227      10127       1926       1988          0 
      2430       2595      10227      10127       1930       1988          0 
      2399       2556      10227      10127       1917       1981          0 
      2397       2558      10227      10127       1917       1981          0 
      2397       2556      10227      10127       1917       1981          0 
      2398       2558      10227      10127       1917       1981          0 
      2403       2560      10227      10127       1917       1981          0 
      2402       2560      10227      10127       1917       1981          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      2548       2810      10227      10127          0          0       2315 
      2353       2593      10227      10127          0          0       2323 
      2322       2560      10227      10127          0          0       2322 
      2325       2558      10227      10127          0          0       2322 
      2324       2558      10227      10127          0          0       2322 
      2325       2558      10227      10127          0          0       2322 
      2327       2559      10227      10127          0          0       2322 
      2327       2561      10227      10127          0          0       2322 
      2323       2558      10227      10127          0          0       2322 
      2328       2558      10227      10127          0          0       2322 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      2620       2795      10227      10127        102          0      10158 
      2432       2591      10227      10127        106          0      10162 
      2433       2589      10227      10127        106          0      10162 
      2433       2589      10227      10127        105          0      10163 
      2436       2594      10227      10127        105          0      10163 
      2405       2558      10227      10127        100          0      10154 
      2402       2557      10227      10127        100          0      10154 
      2407       2557      10227      10127        100          0      10154 
      2404       2557      10227      10127        100          0      10154 
      2407       2560      10227      10127        100          0      10154 


Throughput: movapd r128,[m]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      6691       7180      10227      10127          6         13       5007 
      6247       6704      10227      10127          9         12       5002 
      6323       6756      10227      10131         12         -4       5005 
      5954       6366      10227      10127          3         14       5004 
      6342       6770      10227      10131         13         12       5006 
      6559       6992      10227      10129          3         -1       5001 
      5884       6269      10227      10156         11          2       5014 
      6588       7002      10227      10133          0          1       5002 
      7217       7704      10227      10171         12         13       5027 
      6221       6891      10227      10127         13          6       5005 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5376       6139      10227      10127       5000          0          1 
      4396       5025      10227      10127       5000          0          1 
      4399       5028      10227      10127       5000          0          1 
      4399       5026      10227      10127       5000          0          1 
      4405       5027      10227      10127       5001          0          1 
      4407       5026      10227      10127       5001          0          1 
      4405       5022      10227      10127       5000          0          1 
      4409       5025      10227      10127       5001          0          1 
      4417       5028      10227      10127       5000          0          1 
      4419       5028      10227      10127       5001          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4808       5476      10227      10127        106          0      10146 
      4435       5047      10227      10127        111          0      10168 
      4435       5044      10227      10127        111          0      10167 
      4425       5036      10227      10127        106          0      10150 
      4415       5028      10227      10127        101          0      10142 
      4413       5030      10227      10127        101          0      10142 
      4411       5032      10227      10127        101          0      10140 
      4407       5032      10227      10127        101          0      10142 
      4405       5028      10227      10127        101          0      10142 
      4399       5030      10227      10127        101          0      10142 


Latency: movups r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4752       5242      10227      10142      10127       1659       4952 
      4599       5079      10227      10167      10127       1670       4923 
      4570       5052      10227      10171      10127       1657       4952 
      4591       5079      10227      10164      10127       1670       4920 
      4584       5070      10227      10170      10127       1665       4932 
      4556       5045      10227      10142      10127       1658       4957 
      4563       5045      10227      10142      10127       1658       4957 
      4566       5045      10227      10142      10127       1658       4957 
      4566       5046      10227      10142      10127       1658       4957 
      4569       5045      10227      10142      10127       1658       4957 


Throughput: movups r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      2667       2843      10227      10127       1911       1982          0 
      2426       2587      10227      10127       1924       1985          0 
      2403       2559      10227      10127       1920       1981          0 
      2402       2558      10227      10127       1920       1981          0 
      2401       2556      10227      10127       1920       1981          0 
      2402       2557      10227      10127       1920       1981          0 
      2403       2557      10227      10127       1920       1981          0 
      2408       2558      10227      10127       1920       1981          0 
      2403       2557      10227      10127       1920       1981          0 
      2406       2559      10227      10127       1920       1981          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      2543       2801      10227      10127          0          0       2242 
      2349       2587      10227      10127          0          0       2287 
      2351       2587      10227      10127          0          0       2324 
      2320       2555      10227      10127          0          0       2322 
      2323       2561      10227      10127          0          0       2322 
      2319       2556      10227      10127          0          0       2322 
      2320       2557      10227      10127          0          0       2322 
      2319       2556      10227      10127          0          0       2322 
      2316       2557      10227      10127          0          0       2322 
      2314       2560      10227      10127          0          0       2322 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      2690       2975      10227      10127        101          0      10155 
      2346       2591      10227      10127        105          0      10163 
      2347       2588      10227      10127        104          0      10162 
      2349       2589      10227      10127        103          0      10159 
      2321       2557      10227      10127        100          0      10154 
      2322       2557      10227      10127        100          0      10154 
      2321       2557      10227      10127        100          0      10154 
      2318       2556      10227      10127        100          0      10154 
      2323       2555      10227      10127        100          0      10154 
      2323       2559      10227      10127        100          0      10154 


Throughput: movups r128,[m]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4964       5305      10227      10127          0          0       5000 
      4724       5044      10227      10127          0          0       5000 
      4712       5027      10227      10127          0          0       5000 
      4712       5025      10227      10127          0          0       5000 
      4718       5025      10227      10127          0          0       5000 
      4715       5025      10227      10127          0          0       5000 
      4719       5024      10227      10127          0          0       5000 
      4725       5027      10227      10127          0          0       5000 
      4719       5024      10227      10127          0          0       5000 
      4713       5025      10227      10127          0          0       5000 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4934       5264      10227      10127       5000          0          1 
      4728       5037      10227      10127       5000          0          1 
      4734       5040      10227      10127       5000          0          1 
      4734       5035      10227      10127       5000          0          1 
      4738       5044      10227      10127       5000          0          1 
      4721       5026      10227      10127       5000          0          1 
      4715       5024      10227      10127       5000          0          1 
      4713       5025      10227      10127       5000          0          1 
      4706       5026      10227      10127       5000          0          1 
      4704       5025      10227      10127       5000          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4936       5253      10227      10127        105          0      10156 
      4730       5039      10227      10127        110          0      10165 
      4727       5037      10227      10127        110          0      10165 
      4711       5024      10227      10127        100          0      10142 
      4708       5026      10227      10127        100          0      10142 
      4704       5025      10227      10127        100          0      10142 
      4704       5025      10227      10127        100          0      10142 
      4700       5025      10227      10127        100          0      10142 
      4703       5023      10227      10127        100          0      10142 
      4711       5027      10227      10127        100          0      10142 


Latency: movupd r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      4891       5215      10227      10150      10127       1663       4943 
      4740       5056      10227      10170      10127       1663       4947 
      4730       5048      10227      10146      10127       1660       4957 
      4726       5047      10227      10146      10127       1660       4957 
      4720       5046      10227      10146      10127       1660       4957 
      4720       5046      10227      10146      10127       1660       4957 
      4720       5046      10227      10146      10127       1660       4957 
      4722       5046      10227      10146      10127       1660       4957 
      4726       5047      10227      10146      10127       1660       4957 
      4726       5046      10227      10146      10127       1660       4957 


Throughput: movupd r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      2607       2791      10227      10127       1933       2010          0 
      2426       2593      10227      10127       1927       1988          0 
      2421       2589      10227      10127       1924       1986          0 
      2394       2556      10227      10127       1917       1981          0 
      2397       2556      10227      10127       1917       1981          0 
      2400       2561      10227      10127       1917       1981          0 
      2399       2557      10227      10127       1917       1981          0 
      2397       2556      10227      10127       1917       1981          0 
      2399       2556      10227      10127       1917       1981          0 
      2403       2556      10227      10127       1917       1981          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      2547       2804      10227      10127          0          0       2306 
      2351       2591      10227      10127          0          0       2278 
      2349       2586      10227      10127          0          0       2322 
      2347       2589      10227      10127          0          0       2320 
      2317       2555      10227      10127          0          0       2322 
      2318       2558      10227      10127          0          0       2322 
      2318       2558      10227      10127          0          0       2322 
      2317       2557      10227      10127          0          0       2322 
      2314       2556      10227      10127          0          0       2322 
      2314       2557      10227      10127          0          0       2322 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      2581       2844      10227      10127        103          0      10158 
      2351       2590      10227      10127        105          0      10161 
      2349       2588      10227      10127        105          0      10163 
      2347       2590      10227      10127        105          0      10163 
      2319       2557      10227      10127        100          0      10154 
      2316       2556      10227      10127        100          0      10154 
      2316       2556      10227      10127        100          0      10154 
      2313       2556      10227      10127        100          0      10154 
      2312       2555      10227      10127        100          0      10154 
      2316       2558      10227      10127        100          0      10154 


Throughput: movupd r128,[m]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4812       5482      10227      10127          1          0       5000 
      4439       5050      10227      10127          1          0       5000 
      4431       5046      10227      10127          1          0       5000 
      4431       5052      10227      10127          1          0       5000 
      4423       5048      10227      10127          1          0       5000 
      4405       5029      10227      10127          1          0       5000 
      4405       5031      10227      10127          1          0       5000 
      4403       5030      10227      10127          1          0       5000 
      4399       5032      10227      10127          1          0       5000 
      4392       5029      10227      10127          1          0       5000 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5070       5612      10227      10127       5000          0          1 
      4562       5044      10227      10127       5000          0          1 
      4562       5044      10227      10127       5000          0          1 
      4564       5039      10227      10127       5000          0          1 
      4553       5025      10227      10127       5000          0          1 
      4556       5024      10227      10127       5000          0          1 
      4562       5025      10227      10127       5000          0          1 
      4562       5025      10227      10127       5000          0          1 
      4559       5025      10227      10127       5000          0          1 
      4553       5023      10227      10127       5000          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5109       5441      10227      10127        110          0      10165 
      4728       5039      10227      10127        110          0      10169 
      4726       5040      10227      10127        110          0      10169 
      4706       5024      10227      10127        100          0      10142 
      4705       5026      10227      10127        100          0      10140 
      4701       5023      10227      10127        100          0      10140 
      4700       5023      10227      10127        100          0      10140 
      4704       5024      10227      10127        100          0      10142 
      4706       5024      10227      10127        100          0      10140 
      4714       5026      10227      10127        100          0      10142 


Latency: movddup r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8959      10206      10227      10170      10127          0          0 
      8759       9992      10227      10131      10127          0          0 
      8753       9993      10227      10131      10127          0          0 
      8739       9991      10227      10131      10127          0          0 
      8743       9991      10227      10131      10127          0          0 
      8757       9991      10227      10131      10127          0          0 
      8763       9991      10227      10131      10127          0          0 
      8777       9993      10227      10131      10127          0          0 
      8780       9991      10227      10131      10127          0          0 
      8770       9991      10227      10131      10127          0          0 


Throughput: movddup r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      9212      10177      10227      10127          0          0          0 
      9036       9991      10227      10127          0          0          0 
      9046       9992      10227      10127          0          0          0 
      9056       9991      10227      10127          0          0          0 
      9062       9991      10227      10127          0          0          0 
      9072       9992      10227      10127          0          0          0 
      9068       9991      10227      10127          0          0          0 
      9058       9992      10227      10127          0          0          0 
      9050       9991      10227      10127          0          0          0 
      9040       9990      10227      10127          0          0          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      9209      10170      10227      10127          0          0      10001 
      9036       9991      10227      10127          0          0      10001 
      9036       9991      10227      10127          0          0      10001 
      9049       9990      10227      10127          0          0      10001 
      9059       9991      10227      10127          0          0      10001 
      9069       9991      10227      10127          0          0      10001 
      9070       9989      10227      10127          0          0      10001 
      9062       9992      10227      10127          0          0      10001 
      9050       9991      10227      10127          0          0      10001 
      9042       9991      10227      10127          0          0      10001 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      8919      10180      10227      10127        105          0      10148 
     38806      11968      10228      10414        235          2      10737 
      8775       9992      10227      10127        115          0      10168 
      8780       9994      10227      10127        109          0      10155 
      8768       9992      10227      10127        109          0      10155 
      8760       9991      10227      10127        100          0      10137 
      8750       9990      10227      10127        100          0      10137 
      8742       9992      10227      10127        100          0      10137 
      8748       9991      10227      10127        100          0      10137 
      8758       9993      10227      10127        100          0      10137 


Throughput: movddup r128,[m]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4802       5464      10227      10127          0          0       5000 
      4429       5041      10227      10127          0          0       5000 
      4429       5047      10227      10127          0          0       5000 
      4406       5023      10227      10127          0          0       5000 
      4401       5024      10227      10127          0          0       5000 
      4402       5025      10227      10127          0          0       5000 
      4397       5024      10227      10127          0          0       5000 
      4396       5026      10227      10127          0          0       5000 
      4395       5023      10227      10127          0          0       5000 
      4397       5023      10227      10127          0          0       5000 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5151       5489      10227      10127       5000          0          1 
      4726       5042      10227      10127       5000          0          1 
      4722       5043      10227      10127       5000          0          1 
      4724       5046      10227      10127       5000          0          1 
      4698       5023      10227      10127       5000          0          1 
      4697       5024      10227      10127       5000          0          1 
      4708       5025      10227      10127       5000          0          1 
      4706       5023      10227      10127       5000          0          1 
      4710       5026      10227      10127       5000          0          1 
      4712       5024      10227      10127       5000          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4788       5463      10227      10127        110          0      10166 
      4421       5038      10227      10127        110          0      10169 
      4412       5023      10227      10127        100          0      10142 
      4417       5023      10227      10127        100          0      10142 
      4411       5025      10227      10127        100          0      10142 
      4409       5027      10227      10127        100          0      10142 
      4405       5024      10227      10127        100          0      10142 
      4402       5025      10227      10127        100          0      10142 
      4399       5024      10227      10127        100          0      10142 
      4400       5023      10227      10127        100          0      10142 


Latency: movshdup r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8913      10184      10227      10160      10127          0          0 
      8750       9989      10227      10157      10127          0          0 
      8762       9990      10227      10164      10127          0          0 
      8768       9989      10227      10159      10127          0          0 
      8782       9992      10227      10131      10127          0          0 
      8775       9992      10227      10131      10127          0          0 
      8769       9990      10227      10131      10127          0          0 
      8757       9990      10227      10131      10127          0          0 
      8751       9990      10227      10131      10127          0          0 
      8747       9990      10227      10131      10127          0          0 


Throughput: movshdup r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      9249      10217      10227      10127          0          0          0 
      9056       9992      10227      10127          0          0          0 
      9064       9991      10227      10127          0          0          0 
      9068       9991      10227      10127          0          0          0 
      9060       9989      10227      10127          0          0          0 
      9052       9991      10227      10127          0          0          0 
      9042       9991      10227      10127          0          0          0 
      9030       9991      10227      10127          0          0          0 
      9038       9990      10227      10127          0          0          0 
      9051       9989      10227      10127          0          0          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      9220      10168      10227      10127          0          0      10001 
      9070       9992      10227      10127          0          0      10001 
      9068       9988      10227      10127          0          0      10001 
      9054       9989      10227      10127          0          0      10001 
      9044       9989      10227      10127          0          0      10001 
      9032       9988      10227      10127          0          0      10001 
      9036       9991      10227      10127          0          0      10001 
      9046       9989      10227      10127          0          0      10001 
      9054       9989      10227      10127          0          0      10001 
      9064       9989      10227      10127          0          0      10001 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      9228      10173      10227      10127        105          0      10148 
      9052       9990      10227      10127        109          0      10157 
      9040       9989      10227      10127        109          0      10157 
      9034       9993      10227      10127        100          0      10133 
      9034       9991      10227      10127        100          0      10133 
      9043       9989      10227      10127        100          0      10133 
      9053       9989      10227      10127        100          0      10133 
      9065       9989      10227      10127        100          0      10133 
      9066       9988      10227      10127        100          0      10133 
      9060       9989      10227      10127        100          0      10133 


Throughput: movshdup r128,[m]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4793       5455      10227      10127          1          0       5000 
      4429       5043      10227      10127          0          0       5000 
      4429       5048      10227      10127          0          0       5000 
      4405       5027      10227      10127          0          0       5000 
      4403       5027      10227      10127          0          0       5001 
      4406       5029      10227      10127          0          0       5001 
      4399       5025      10227      10127          0          0       5000 
      4392       5024      10227      10127          0          0       5000 
      4395       5025      10227      10127          0          0       5000 
      4395       5023      10227      10127          0          0       5000 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4900       5578      10227      10127       5000          0          1 
      4429       5049      10227      10127       5000          0          1 
      4425       5050      10227      10127       5000          0          1 
      4427       5053      10227      10127       5000          0          1 
      4403       5033      10227      10127       5000          0          1 
      4403       5032      10227      10127       5000          0          1 
      4408       5033      10227      10127       5002          0          1 
      4409       5032      10227      10127       5000          0          1 
      4413       5035      10227      10127       5000          0          1 
      4415       5034      10227      10127       5000          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4802       5464      10227      10127        105          0      10147 
      4423       5040      10227      10127        110          0      10167 
      4423       5041      10227      10127        110          0      10166 
      4407       5026      10227      10127        100          0      10142 
      4403       5027      10227      10127        100          0      10142 
      4397       5025      10227      10127        100          0      10142 
      4399       5025      10227      10127        100          0      10142 
      4397       5025      10227      10127        100          0      10142 
      4394       5024      10227      10127        100          0      10142 
      4397       5027      10227      10127        100          0      10142 


Latency: movsldup r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8939      10178      10227      10157      10127          0          0 
      8780       9994      10227      10151      10127          0          0 
      8771       9991      10227      10158      10127          0          0 
      8763       9992      10227      10131      10127          0          0 
      8753       9992      10227      10131      10127          0          0 
      8743       9992      10227      10131      10127          0          0 
      8751       9994      10227      10132      10127          0          0 
      8759       9993      10227      10131      10127          0          0 
      8769       9992      10227      10131      10127          0          0 
      8777       9992      10227      10131      10127          0          0 


Throughput: movsldup r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      8945      10181      10227      10127          0          0          0 
      8779       9994      10227      10127          0          0          0 
      8768       9991      10227      10127          0          0          0 
      8756       9989      10227      10127          0          0          0 
      8750       9991      10227      10127          0          0          0 
      8741       9989      10227      10127          0          0          0 
      8751       9991      10227      10127          0          0          0 
      8760       9992      10227      10127          0          0          0 
      8768       9991      10227      10127          0          0          0 
      8778       9989      10227      10127          0          0          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      9181      10151      10227      10127          0          0      10001 
      9042       9993      10227      10127          0          0      10001 
      9054       9991      10227      10127          0          0      10001 
      9060       9992      10227      10127          0          0      10001 
      9072       9990      10227      10127          0          0      10001 
      9072       9990      10227      10127          0          0      10001 
      9060       9991      10227      10127          0          0      10001 
      9050       9990      10227      10127          0          0      10001 
      9040       9990      10227      10127          0          0      10001 
      9036       9989      10227      10127          0          0      10001 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      8943      10183      10227      10127        112          0      10162 
      8766       9991      10227      10127        110          0      10157 
      8756       9991      10227      10127        110          0      10158 
      8744       9991      10227      10127        100          0      10136 
      8743       9991      10227      10127        100          0      10136 
      8749       9991      10227      10127        100          0      10136 
      8760       9991      10227      10127        100          0      10136 
      8770       9991      10227      10127        100          0      10136 
      8780       9991      10227      10127        100          0      10136 
      8771       9991      10227      10127        100          0      10136 


Throughput: movsldup r128,[m]

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4958       5478      10227      10127          0          0       5000 
      4560       5039      10227      10127          0          0       5000 
      4556       5041      10227      10127          0          0       5000 
      4560       5042      10227      10127          0          0       5000 
      4553       5025      10227      10127          0          0       5000 
      4571       5048      10227      10127          0          0       5000 
      4556       5025      10227      10127          0          0       5000 
      4558       5023      10227      10127          0          0       5000 
      4560       5025      10227      10127          0          0       5000 
      4561       5022      10227      10127          0          0       5000 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4785       5452      10227      10127       5000          0          1 
      4419       5043      10227      10127       5000          0          1 
      4413       5041      10227      10127       5000          0          1 
      4413       5040      10227      10127       5000          0          1 
      4394       5024      10227      10127       5000          0          1 
      4393       5023      10227      10127       5000          0          1 
      4397       5027      10227      10127       5000          0          1 
      4405       5025      10227      10127       5000          0          1 
      4402       5024      10227      10127       5000          0          1 
      4407       5026      10227      10127       5000          0          1 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5262       6005      10227      10127        105          0      10150 
      4414       5042      10227      10127        110          0      10168 
      4412       5040      10227      10127        110          0      10169 
      4396       5023      10227      10127        100          0      10142 
      4400       5025      10227      10127        100          0      10142 
      4400       5024      10227      10127        100          0      10142 
      4412       5028      10227      10127        100          0      10142 
      4406       5024      10227      10127        100          0      10142 
      4409       5023      10227      10127        100          0      10140 
      4412       5023      10227      10127        100          0      10142 


Latency: unpckhps r128,r128

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8513      10007      10227      10163      10131          3          0 
      8506      10016      10227      10152      10127          4          0 
      8524      10031      10227      10158      10129          7          0 
      8468       9979      10227      10147      10129          1          0 
      8454       9947      10227      10141      10127          6          0 
      8481       9973      10227      10131      10127          8          0 
      8522      10049      10227      10140      10150         28          0 
      8680      10202      10227      10148      10135         12          0 
      8736      10263      10227      10141      10129          4          0 
      8722      10257      10227      10140      10127         12          0 


Throughput: unpckhps r128,r128

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      9245      10182      10227      10127          0          0          0 
      9062       9993      10227      10127          0          0          0 
      9050       9993      10227      10127          0          0          0 
      9042       9993      10227      10127          0          0          0 
      9034       9993      10227      10127          0          0          0 
      9046       9993      10227      10127          0          0          0 
      9054       9993      10227      10127          0          0          0 
      9067       9995      10227      10127          0          0          0 
      9075       9994      10227      10127          0          0          0 
      9068       9993      10227      10127          0          0          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      8922      10187      10227      10127          0          0      10001 
      8763       9990      10227      10127          0          0      10001 
      8769       9990      10227      10127          0          0      10001 
      8779       9990      10227      10127          0          0      10001 
      8780       9991      10227      10127          0          0      10001 
      8768       9990      10227      10127          0          0      10001 
