In Bounds | Measured | Expected Bounds |     Diffs | Diffs/Measured
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2775 |    2445    3033 |  330  258 | 0.1189 0.093
True      |     2940 |    2590    3213 |  350  273 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     2907 |    2561    3177 |  346  270 | 0.119 0.0929
True      |     3072 |    2706    3357 |  366  285 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3039 |    2677    3321 |  362  282 | 0.1191 0.0928
True      |     3204 |    2822    3501 |  382  297 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3171 |    2793    3465 |  378  294 | 0.1192 0.0927
True      |     3336 |    2938    3645 |  398  309 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3303 |    2909    3609 |  394  306 | 0.1193 0.0926
True      |     3468 |    3054    3789 |  414  321 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3435 |    3025    3753 |  410  318 | 0.1194 0.0926
True      |     3600 |    3170    3933 |  430  333 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3567 |    3141    3897 |  426  330 | 0.1194 0.0925
True      |     3732 |    3286    4077 |  446  345 | 0.1195 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3699 |    3257    4041 |  442  342 | 0.1195 0.0925
True      |     3864 |    3402    4221 |  462  357 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3831 |    3373    4185 |  458  354 | 0.1196 0.0924
True      |     3996 |    3518    4365 |  478  369 | 0.1196 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     3963 |    3489    4329 |  474  366 | 0.1196 0.0924
True      |     4128 |    3634    4509 |  494  381 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4095 |    3605    4473 |  490  378 | 0.1197 0.0923
True      |     4260 |    3750    4653 |  510  393 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4227 |    3721    4617 |  506  390 | 0.1197 0.0923
True      |     4392 |    3866    4797 |  526  405 | 0.1198 0.0922
Avg min percent off: 11.57%
Avg max percent off: 9.587%
Variance percent off: [5.780246278086294e-05, 4.681999485249898e-05]%
